Gene_ID	Pfam_ID	Identity	Align_Length	Mismatch	Gap	Q_start	Q_end	T_start	T_end	E_value	Score	Function
fake_2M_genome_002100	A0A094JL68_9BACL/196-368	100	173	0	0	196	368	1	173	4.7e-95	354	A0A094JL68_9BACL/196-368 A0A094JL68.1 PF04055.20;Radical_SAM;
fake_2M_genome_002101	A0A0N0H824_THEVU/6-111	65.1	106	37	0	10	115	1	106	3.9e-26	123.2	A0A0N0H824_THEVU/6-111 A0A0N0H824.1 PF06133.10;Com_YlbF;
fake_2M_genome_002102	A0A094K5D2_9BACL/10-194	100	185	0	0	10	194	1	185	1.8e-101	374	A0A094K5D2_9BACL/10-194 A0A094K5D2.1 PF10628.8;CotE;
fake_2M_genome_002103	F5SC08_9BACL/203-454	61.5	252	97	0	205	456	1	252	1e-86	326.2	F5SC08_9BACL/203-454 F5SC08.1 PF14395.5;COOH-NH2_lig;
fake_2M_genome_002104	N1ZIN4_9CLOT/88-364	44.4	259	144	0	87	345	19	277	1.3e-63	249.6	N1ZIN4_9CLOT/88-364 N1ZIN4.1 PF00078.26;RVT_1;
fake_2M_genome_002105	A0A0N0Y3T6_THEVU/268-559	75.1	293	72	1	239	531	1	292	2.1e-114	419.1	A0A0N0Y3T6_THEVU/268-559 A0A0N0Y3T6.1 PF05192.17;MutS_III;
fake_2M_genome_002106	A0A094JJ04_9BACL/466-612	100	147	0	0	466	612	1	147	6.1e-82	310.8	A0A094JJ04_9BACL/466-612 A0A094JJ04.1 PF08676.10;MutL_C;
fake_2M_genome_002107	A0A094JPD2_9BACL/41-240	99.5	200	1	0	41	240	1	200	3.2e-106	390.2	A0A094JPD2_9BACL/41-240 A0A094JPD2.1 PF04445.12;SAM_MT;
fake_2M_genome_002108	A0A094LXC2_9BACL/38-283	100	246	0	0	38	283	1	246	5.2e-140	502.7	A0A094LXC2_9BACL/38-283 A0A094LXC2.1 PF01715.16;IPPT;
fake_2M_genome_002109	A0A094JL65_9BACL/7-70	100	64	0	0	7	70	1	64	1.1e-28	131	A0A094JL65_9BACL/7-70 A0A094JL65.1 PF17209.2;Hfq;
fake_2M_genome_002110	A0A094K5C9_9BACL/93-225	100	133	0	0	93	225	1	133	2.7e-70	271.2	A0A094K5C9_9BACL/93-225 A0A094K5C9.1 PF00004.28;AAA;
fake_2M_genome_002111	A0A0N0H8B1_THEVU/199-318	81.7	120	22	0	202	321	1	120	1.2e-46	193	A0A0N0H8B1_THEVU/199-318 A0A0N0H8B1.1 PF01926.22;MMR_HSR1;
fake_2M_genome_002112	A0A094JJ01_9BACL/11-415	100	405	0	0	14	418	1	405	2.7e-235	819.7	A0A094JJ01_9BACL/11-415 A0A094JJ01.1 PF06838.10;Met_gamma_lyase;
fake_2M_genome_002113	A0A094JPC8_9BACL/21-158	100	138	0	0	21	158	1	138	8.3e-65	251.9	A0A094JPC8_9BACL/21-158 A0A094JPC8.1 PF04306.12;DUF456;
fake_2M_genome_002114	A0A094LXB7_9BACL/20-88	100	69	0	0	14	82	1	69	1.9e-30	137.5	A0A094LXB7_9BACL/20-88 A0A094LXB7.1 PF13411.5;MerR_1;
fake_2M_genome_002115	A0A094JL62_9BACL/107-442	99.7	336	1	0	107	442	1	336	8.7e-197	691.8	A0A094JL62_9BACL/107-442 A0A094JL62.1 PF00120.23;Gln-synt_C;
fake_2M_genome_002117	A0A094JIZ8_9BACL/113-224	100	112	0	0	114	225	1	112	5.2e-53	213.4	A0A094JIZ8_9BACL/113-224 A0A094JIZ8.1 PF01380.21;SIS;
fake_2M_genome_002118	A0A094JPC5_9BACL/13-350	100	338	0	0	13	350	1	338	9.7e-184	648.3	A0A094JPC5_9BACL/13-350 A0A094JPC5.1 PF02378.17;PTS_EIIC;
fake_2M_genome_002119	A0A094JPC5_9BACL/456-488	100	33	0	0	62	94	1	33	8.6e-10	68.9	A0A094JPC5_9BACL/456-488 A0A094JPC5.1 PF00367.19;PTS_EIIB;
fake_2M_genome_002120	A0A094LXB4_9BACL/194-416	99.6	223	1	0	203	425	1	223	2e-124	451.4	A0A094LXB4_9BACL/194-416 A0A094LXB4.1 PF11975.7;Glyco_hydro_4C;
fake_2M_genome_002121	A0A094K5C3_9BACL/11-281	100	271	0	0	11	281	1	271	1.8e-150	537.3	A0A094K5C3_9BACL/11-281 A0A094K5C3.1 PF08282.11;Hydrolase_3;
fake_2M_genome_002122	A0A0M0GY91_ANEMI/30-98	49.3	69	35	0	31	99	1	69	1.9e-12	77.4	A0A0M0GY91_ANEMI/30-98 A0A0M0GY91.1 PF07883.10;Cupin_2;
fake_2M_genome_002123	A0A094JIZ3_9BACL/31-119	100	89	0	0	31	119	1	89	7.9e-45	186	A0A094JIZ3_9BACL/31-119 A0A094JIZ3.1 PF00027.28;cNMP_binding;
fake_2M_genome_002124	A0A094JPC2_9BACL/272-381	100	110	0	0	272	381	1	110	2.3e-58	231.9	A0A094JPC2_9BACL/272-381 A0A094JPC2.1 PF00175.20;NAD_binding_1;
fake_2M_genome_002125	A0A094LXB1_9BACL/146-228	100	83	0	0	147	229	1	83	5.7e-43	180.3	A0A094LXB1_9BACL/146-228 A0A094LXB1.1 PF00116.19;COX2;
fake_2M_genome_002126	A0A094JL56_9BACL/51-497	100	447	0	0	55	501	1	447	3.1e-259	899.8	A0A094JL56_9BACL/51-497 A0A094JL56.1 PF00115.19;COX1;
fake_2M_genome_002127	A0A094K5C0_9BACL/3-195	100	193	0	0	12	204	1	193	4.7e-105	386	A0A094K5C0_9BACL/3-195 A0A094K5C0.1 PF00510.17;COX3;
fake_2M_genome_002128	A0A094JIZ0_9BACL/12-87	100	76	0	0	12	87	1	76	3.1e-30	136.3	A0A094JIZ0_9BACL/12-87 A0A094JIZ0.1 PF03626.13;COX4_pro;
fake_2M_genome_002129	A0A094JPB8_9BACL/24-276	96	253	10	0	38	290	1	253	9.1e-137	491.9	A0A094JPB8_9BACL/24-276 A0A094JPB8.1 PF01040.17;UbiA;
fake_2M_genome_002130	A0A094LXA8_9BACL/14-214	99	201	2	0	14	214	1	201	7.6e-115	419.1	A0A094LXA8_9BACL/14-214 A0A094LXA8.1 PF02628.14;COX15-CtaA;
fake_2M_genome_002131	A0A094JL53_9BACL/63-139	100	77	0	0	63	139	1	77	1.6e-39	167.9	A0A094JL53_9BACL/63-139 A0A094JL53.1 PF07883.10;Cupin_2;
fake_2M_genome_002132	A0A094JIY7_9BACL/40-134	98.9	95	1	0	40	134	1	95	2.1e-46	191.4	A0A094JIY7_9BACL/40-134 A0A094JIY7.1 PF08241.11;Methyltransf_11;
fake_2M_genome_002133	A0A094JPB6_9BACL/19-179	99.4	161	1	0	19	179	1	161	2.1e-87	328.2	A0A094JPB6_9BACL/19-179 A0A094JPB6.1 PF04055.20;Radical_SAM;
fake_2M_genome_002134	C6IW97_9BACL/52-180	72.7	128	35	0	49	176	2	129	2.3e-50	204.9	C6IW97_9BACL/52-180 C6IW97.1 PF07732.14;Cu-oxidase_3;
fake_2M_genome_002135	A0A094LXA5_9BACL/5-78	98.6	74	1	0	5	78	1	74	1e-33	147.9	A0A094LXA5_9BACL/5-78 A0A094LXA5.1 PF01883.18;FeS_assembly_P;
fake_2M_genome_002136	A0A136MZC4_9BACT/18-247	28.3	191	126	4	46	230	34	219	1.1e-12	80.1	A0A136MZC4_9BACT/18-247 A0A136MZC4.1 PF00115.19;COX1;
fake_2M_genome_002137	A0A094JL49_9BACL/10-78	100	69	0	0	10	78	1	69	9.2e-33	145.6	A0A094JL49_9BACL/10-78 A0A094JL49.1 PF10006.8;DUF2249;
fake_2M_genome_002138	A0A094K5B3_9BACL/8-77	100	70	0	0	8	77	1	70	1.8e-36	156.8	A0A094K5B3_9BACL/8-77 A0A094K5B3.1 PF10006.8;DUF2249;
fake_2M_genome_002140	N0B0Y2_9BACI/280-725	79.8	446	90	0	123	568	1	446	3.3e-215	753.4	N0B0Y2_9BACI/280-725 N0B0Y2.1 PF00115.19;COX1;
fake_2M_genome_002141	A0A0P7Z7J4_9CYAN/20-253	41.2	80	47	0	10	89	5	84	7.9e-13	79	A0A0P7Z7J4_9CYAN/20-253 A0A0P7Z7J4.1 PF00115.19;COX1;
fake_2M_genome_002142	A0A094JJX2_9BACL/3-340	100	338	0	0	3	340	1	338	4.2e-199	699.1	A0A094JJX2_9BACL/3-340 A0A094JJX2.1 PF01208.16;URO-D;
fake_2M_genome_002143	A0A094JQD8_9BACL/6-309	100	304	0	0	6	309	1	304	9.7e-179	631.3	A0A094JQD8_9BACL/6-309 A0A094JQD8.1 PF00762.18;Ferrochelatase;
fake_2M_genome_002144	A0A094LYC9_9BACL/15-463	99.6	449	2	0	15	463	1	449	7.8e-257	891.3	A0A094LYC9_9BACL/15-463 A0A094LYC9.1 PF01593.23;Amino_oxidase;
fake_2M_genome_002145	A0A094JM80_9BACL/33-237	100	205	0	0	33	237	1	205	1.9e-116	424.1	A0A094JM80_9BACL/33-237 A0A094JM80.1 PF06778.11;Chlor_dismutase;
fake_2M_genome_002146	A0A094K6B6_9BACL/3-205	99	203	2	0	3	205	1	203	9.3e-120	434.9	A0A094K6B6_9BACL/3-205 A0A094K6B6.1 PF00302.17;CAT;
fake_2M_genome_002147	A0A094JJW9_9BACL/1-163	95.7	163	7	0	1	163	1	163	8e-87	325.1	A0A094JJW9_9BACL/1-163 A0A094JJW9.1 PF05163.11;DinB;
fake_2M_genome_002148	A0A094JQD2_9BACL/138-310	97.7	173	4	0	138	310	1	173	1.7e-93	348.2	A0A094JQD2_9BACL/138-310 A0A094JQD2.1 PF13280.5;WYL;
fake_2M_genome_002149	A0A094LYC2_9BACL/114-430	100	317	0	0	109	425	1	317	3.2e-188	663.3	A0A094LYC2_9BACL/114-430 A0A094LYC2.1 PF00152.19;tRNA-synt_2;
fake_2M_genome_002150	A0A094JM74_9BACL/134-207	100	74	0	0	134	207	1	74	4.2e-36	157.1	A0A094JM74_9BACL/134-207 A0A094JM74.1 PF07261.10;DnaB_2;
fake_2M_genome_002151	A0A094K6B0_9BACL/32-168	99.3	137	1	0	32	168	1	137	6.8e-68	263.1	A0A094K6B0_9BACL/32-168 A0A094K6B0.1 PF13580.5;SIS_2;
fake_2M_genome_002152	A0A094JJW3_9BACL/126-257	99.2	132	1	0	118	249	1	132	6.4e-65	253.1	A0A094JJW3_9BACL/126-257 A0A094JJW3.1 PF01380.21;SIS;
fake_2M_genome_002153	A0A094JQC8_9BACL/117-388	100	272	0	0	117	388	1	272	2e-140	504.6	A0A094JQC8_9BACL/117-388 A0A094JQC8.1 PF02378.17;PTS_EIIC;
fake_2M_genome_002154	A0A094LYB8_9BACL/88-206	100	119	0	0	88	206	1	119	4.6e-58	230.3	A0A094LYB8_9BACL/88-206 A0A094LYB8.1 PF04239.11;DUF421;
fake_2M_genome_002155	A0A094JM69_9BACL/9-379	99.7	371	1	0	9	379	1	371	3.3e-216	756.1	A0A094JM69_9BACL/9-379 A0A094JM69.1 PF00465.18;Fe-ADH;
fake_2M_genome_002156	A0A094K6A5_9BACL/3-428	97.4	426	11	0	3	428	1	426	5.1e-210	735.7	A0A094K6A5_9BACL/3-428 A0A094K6A5.1 PF05525.12;Branch_AA_trans;
fake_2M_genome_002157	F5SBY1_9BACL/135-322	60.6	188	74	0	112	299	1	188	1e-59	236.5	F5SBY1_9BACL/135-322 F5SBY1.1 PF08245.11;Mur_ligase_M;
fake_2M_genome_002158	A0A094JJV8_9BACL/15-407	99.7	293	1	0	1	293	101	393	1.8e-158	564.3	A0A094JJV8_9BACL/15-407 A0A094JJV8.1 PF07690.15;MFS_1;
fake_2M_genome_002161	A0A094LYB3_9BACL/73-375	100	303	0	0	89	391	1	303	2.2e-178	630.6	A0A094LYB3_9BACL/73-375 A0A094LYB3.1 PF00704.27;Glyco_hydro_18;
fake_2M_genome_002162	A0A094JM62_9BACL/4-63	100	60	0	0	4	63	1	60	2.7e-25	119.4	A0A094JM62_9BACL/4-63 A0A094JM62.1 PF00403.25;HMA;
fake_2M_genome_002163	A0A094K6A1_9BACL/492-709	100	218	0	0	492	709	1	218	1.1e-114	419.9	A0A094K6A1_9BACL/492-709 A0A094K6A1.1 PF00702.25;Hydrolase;
fake_2M_genome_002164	A0A094JJV3_9BACL/9-264	99.2	256	2	0	9	264	1	256	1.2e-134	484.6	A0A094JJV3_9BACL/9-264 A0A094JJV3.1 PF00378.19;ECH_1;
fake_2M_genome_002165	A0A094JQB9_9BACL/124-273	100	150	0	0	124	273	1	150	6.9e-86	322.8	A0A094JQB9_9BACL/124-273 A0A094JQB9.1 PF00609.18;DAGK_acc;
fake_2M_genome_002166	F5SB71_9BACL/3-188	57.8	185	78	0	5	189	2	186	2.8e-57	227.6	F5SB71_9BACL/3-188 F5SB71.1 PF00106.24;adh_short;
fake_2M_genome_002167	F5SB72_9BACL/231-388	80.4	158	31	0	196	353	1	158	1.9e-72	278.5	F5SB72_9BACL/231-388 F5SB72.1 PF00596.20;Aldolase_II;
fake_2M_genome_002168	A0A094JM56_9BACL/6-207	99.5	202	1	0	6	207	1	202	1.3e-118	431	A0A094JM56_9BACL/6-207 A0A094JM56.1 PF01557.17;FAA_hydrolase;
fake_2M_genome_002169	D3FQU1_BACPE/51-257	65.9	205	69	1	59	262	1	205	4.4e-72	276.9	D3FQU1_BACPE/51-257 D3FQU1.1 PF01674.17;Lipase_2;
fake_2M_genome_002170	A0A0A5G2A6_9BACI/26-112	50	84	42	0	19	102	1	84	3.9e-15	87	A0A0A5G2A6_9BACI/26-112 A0A0A5G2A6.1 PF01978.18;TrmB;
fake_2M_genome_002171	A0A094JJU8_9BACL/11-476	99.8	466	1	0	11	476	1	466	4.5e-271	938.7	A0A094JJU8_9BACL/11-476 A0A094JJU8.1 PF00171.21;Aldedh;
fake_2M_genome_002172	A0A094JQB5_9BACL/16-384	99.7	369	1	0	16	384	1	369	4.4e-208	729.2	A0A094JQB5_9BACL/16-384 A0A094JQB5.1 PF00465.18;Fe-ADH;
fake_2M_genome_002173	A0A098EVQ2_9BACI/8-67	60	60	24	0	9	68	1	60	1.2e-13	81.6	A0A098EVQ2_9BACI/8-67 A0A098EVQ2.1 PF01381.21;HTH_3;
fake_2M_genome_002174	A0A094LYA1_9BACL/14-233	100	220	0	0	14	233	1	220	7e-121	438.7	A0A094LYA1_9BACL/14-233 A0A094LYA1.1 PF01048.19;PNP_UDP_1;
fake_2M_genome_002175	A0A094JM50_9BACL/8-165	100	158	0	0	8	165	1	158	9.8e-81	305.4	A0A094JM50_9BACL/8-165 A0A094JM50.1 PF00881.23;Nitroreductase;
fake_2M_genome_002176	A0A094K690_9BACL/9-129	100	121	0	0	9	129	1	121	6.5e-65	252.3	A0A094K690_9BACL/9-129 A0A094K690.1 PF00583.24;Acetyltransf_1;
fake_2M_genome_002177	A0A0G2ZT64_9DELT/25-132	57.5	106	45	0	5	110	2	107	6.8e-26	122.5	A0A0G2ZT64_9DELT/25-132 A0A0G2ZT64.1 PF01841.18;Transglut_core;
fake_2M_genome_002179	C2W807_BACCE/14-229	47	215	114	0	15	229	2	216	2.8e-50	204.5	C2W807_BACCE/14-229 C2W807.1 PF02517.15;Abi;
fake_2M_genome_002180	A0A094JQB1_9BACL/1-201	100	201	0	0	1	201	1	201	2e-103	380.6	A0A094JQB1_9BACL/1-201 A0A094JQB1.1 PF01865.15;PhoU_div;
fake_2M_genome_002181	A0A094LY96_9BACL/310-436	99.2	127	1	0	310	436	1	127	5e-62	244.2	A0A094LY96_9BACL/310-436 A0A094LY96.1 PF07670.13;Gate;
fake_2M_genome_002182	A0A094JM45_9BACL/4-159	100	156	0	0	4	159	1	156	1.4e-81	308.1	A0A094JM45_9BACL/4-159 A0A094JM45.1 PF02421.17;FeoB_N;
fake_2M_genome_002183	A0A094K683_9BACL/4-76	100	73	0	0	4	76	1	73	5.2e-34	148.7	A0A094K683_9BACL/4-76 A0A094K683.1 PF04023.13;FeoA;
fake_2M_genome_002184	A0A0N0H8Y9_THEVU/29-262	53.2	235	108	1	30	264	1	233	6.1e-66	256.5	A0A0N0H8Y9_THEVU/29-262 A0A0N0H8Y9.1 PF09678.9;Caa3_CtaG;
fake_2M_genome_002185	A0A094JJT8_9BACL/32-102	100	71	0	0	32	102	1	71	5.9e-35	152.1	A0A094JJT8_9BACL/32-102 A0A094JJT8.1 PF13442.5;Cytochrome_CBB3;
fake_2M_genome_002187	A0A094LY90_9BACL/6-172	99.4	167	1	0	6	172	1	167	1.4e-95	354.8	A0A094LY90_9BACL/6-172 A0A094LY90.1 PF00535.25;Glycos_transf_2;
fake_2M_genome_002188	A0A094JM39_9BACL/2-96	96.8	95	3	0	28	122	1	95	5e-47	192.6	A0A094JM39_9BACL/2-96 A0A094JM39.1 PF00581.19;Rhodanese;
fake_2M_genome_002191	A0A094JJT2_9BACL/14-254	100	241	0	0	14	254	1	241	3.1e-130	469.9	A0A094JJT2_9BACL/14-254 A0A094JJT2.1 PF13561.5;adh_short_C2;
fake_2M_genome_002192	A0A094JQA1_9BACL/11-250	98.8	240	3	0	11	250	1	240	4e-130	469.5	A0A094JQA1_9BACL/11-250 A0A094JQA1.1 PF13561.5;adh_short_C2;
fake_2M_genome_002193	A0A094JM32_9BACL/1-81	100	81	0	0	1	81	1	81	2e-39	166.8	A0A094JM32_9BACL/1-81 A0A094JM32.1 PF13649.5;Methyltransf_25;
fake_2M_genome_002197	A0A0N0HH25_THEVU/4-127	70.2	124	35	1	4	125	1	124	8.3e-46	188.7	A0A0N0HH25_THEVU/4-127 A0A0N0HH25.1 PF00903.24;Glyoxalase;
fake_2M_genome_002198	A0A094LY80_9BACL/7-124	100	118	0	0	7	124	1	118	6.7e-62	241.9	A0A094LY80_9BACL/7-124 A0A094LY80.1 PF14112.5;DUF4284;
fake_2M_genome_002200	A0A094JJS1_9BACL/11-137	100	127	0	0	11	137	1	127	3.5e-69	266.5	A0A094JJS1_9BACL/11-137 A0A094JJS1.1 PF14434.5;Imm6;
fake_2M_genome_002202	A0A094JQ91_9BACL/2-83	100	82	0	0	2	83	1	82	2.2e-35	153.7	A0A094JQ91_9BACL/2-83 A0A094JQ91.1 PF13273.5;DUF4064;
fake_2M_genome_002204	A0A094LY73_9BACL/12-106	100	95	0	0	12	106	1	95	8.1e-49	198.4	A0A094LY73_9BACL/12-106 A0A094LY73.1 PF09346.9;SMI1_KNR4;
fake_2M_genome_002205	A0A094JM21_9BACL/21-148	100	128	0	0	27	154	1	128	5.9e-67	259.2	A0A094JM21_9BACL/21-148 A0A094JM21.1 PF00583.24;Acetyltransf_1;
fake_2M_genome_002206	A0A094K665_9BACL/2-124	100	123	0	0	2	124	1	123	2.3e-65	253.4	A0A094K665_9BACL/2-124 A0A094K665.1 PF00903.24;Glyoxalase;
fake_2M_genome_002207	A0A090Y6P2_PAEMA/8-408	60.3	73	29	0	1	73	313	385	1.1e-16	90.9	A0A090Y6P2_PAEMA/8-408 A0A090Y6P2.1 PF05977.12;MFS_3;
fake_2M_genome_002208	A0A094JQ85_9BACL/3-226	100	224	0	0	3	226	1	224	2.7e-120	436.8	A0A094JQ85_9BACL/3-226 A0A094JQ85.1 PF05977.12;MFS_3;
fake_2M_genome_002210	A0A094JM16_9BACL/27-166	100	140	0	0	27	166	1	140	3.1e-81	306.6	A0A094JM16_9BACL/27-166 A0A094JM16.1 PF00080.19;Sod_Cu;
fake_2M_genome_002211	A0A0N0YD69_THEVU/10-150	75.4	138	33	1	8	145	5	141	5.9e-57	225.7	A0A0N0YD69_THEVU/10-150 A0A0N0YD69.1 PF09346.9;SMI1_KNR4;
fake_2M_genome_002212	A0A094JJR1_9BACL/6-119	100	114	0	0	6	119	1	114	2.5e-62	244.2	A0A094JJR1_9BACL/6-119 A0A094JJR1.1 PF02678.15;Pirin;
fake_2M_genome_002213	A0A094JQ81_9BACL/4-152	99.3	149	1	0	4	152	1	149	2.9e-78	297	A0A094JQ81_9BACL/4-152 A0A094JQ81.1 PF03358.14;FMN_red;
fake_2M_genome_002214	A0A0N0Y7Z4_THEVU/3-145	56.3	142	61	1	4	145	2	142	4.5e-42	176.4	A0A0N0Y7Z4_THEVU/3-145 A0A0N0Y7Z4.1 PF00293.27;NUDIX;
fake_2M_genome_002215	A0A094LY62_9BACL/2-319	98.7	315	4	0	2	316	1	315	1.1e-163	581.6	A0A094LY62_9BACL/2-319 A0A094LY62.1 PF05977.12;MFS_3;
fake_2M_genome_002216	A0A0N0H925_THEVU/7-338	60	295	118	0	7	301	1	295	2.6e-103	380.9	A0A0N0H925_THEVU/7-338 A0A0N0H925.1 PF10094.8;DUF2332;
fake_2M_genome_002218	A0A094JJQ8_9BACL/12-133	99.2	122	1	0	12	133	1	122	6.7e-65	253.1	A0A094JJQ8_9BACL/12-133 A0A094JJQ8.1 PF00583.24;Acetyltransf_1;
fake_2M_genome_002219	A0A094JQ76_9BACL/17-97	100	81	0	0	18	98	1	81	1.7e-37	160.6	A0A094JQ76_9BACL/17-97 A0A094JQ76.1 PF13601.5;HTH_34;
fake_2M_genome_002220	A0A094LY54_9BACL/2-110	100	109	0	0	2	110	1	109	2.8e-57	226.5	A0A094LY54_9BACL/2-110 A0A094LY54.1 PF00903.24;Glyoxalase;
fake_2M_genome_002221	A0A0C1NVD8_9PSEU/81-199	42	119	69	0	83	201	1	119	8.4e-17	92.8	A0A0C1NVD8_9PSEU/81-199 A0A0C1NVD8.1 PF16859.4;TetR_C_11;
fake_2M_genome_002222	A0A094K650_9BACL/12-152	100	141	0	0	12	152	1	141	5.1e-74	282.7	A0A094K650_9BACL/12-152 A0A094K650.1 PF13302.6;Acetyltransf_3;
fake_2M_genome_002223	A0A094JJQ1_9BACL/1-494	100	409	0	0	1	409	1	409	3.2e-246	855.9	A0A094JJQ1_9BACL/1-494 A0A094JJQ1.1 PF00135.27;COesterase;
fake_2M_genome_002226	A0A094JLZ7_9BACL/20-158	100	139	0	0	20	158	1	139	1.7e-71	275	A0A094JLZ7_9BACL/20-158 A0A094JLZ7.1 PF00005.26;ABC_tran;
fake_2M_genome_002227	A0A094K645_9BACL/12-74	100	63	0	0	12	74	1	63	1.2e-26	124.8	A0A094K645_9BACL/12-74 A0A094K645.1 PF00392.20;GntR;
fake_2M_genome_002228	A0A094JQ66_9BACL/1-164	100	164	0	0	1	164	1	164	4.8e-74	283.1	A0A094JQ66_9BACL/1-164 A0A094JQ66.1 PF12730.6;ABC2_membrane_4;
fake_2M_genome_002229	A0A094LY43_9BACL/4-183	99.4	180	1	0	4	183	1	180	5.4e-95	352.8	A0A094LY43_9BACL/4-183 A0A094LY43.1 PF12730.6;ABC2_membrane_4;
fake_2M_genome_002230	A0A094JLY9_9BACL/21-161	98.6	141	2	0	21	161	1	141	4.4e-75	287	A0A094JLY9_9BACL/21-161 A0A094JLY9.1 PF00005.26;ABC_tran;
fake_2M_genome_002233	A0A094JQ61_9BACL/3-257	98.8	242	3	0	1	242	14	255	8.5e-133	478.4	A0A094JQ61_9BACL/3-257 A0A094JQ61.1 PF00398.19;RrnaAD;
fake_2M_genome_002234	A0A094LY36_9BACL/14-206	100	193	0	0	14	206	1	193	3.5e-100	369.8	A0A094LY36_9BACL/14-206 A0A094LY36.1 PF01810.17;LysE;
fake_2M_genome_002236	A0A094JLY4_9BACL/6-158	100	153	0	0	6	158	1	153	1.7e-85	321.2	A0A094JLY4_9BACL/6-158 A0A094JLY4.1 PF02585.16;PIG-L;
fake_2M_genome_002239	A0A0N0YCJ1_THEVU/265-434	44.9	176	82	5	177	347	1	166	8.1e-31	140.2	A0A0N0YCJ1_THEVU/265-434 A0A0N0YCJ1.1 PF11579.7;DUF3238;
fake_2M_genome_002240	A0A101W6L0_9FIRM/91-179	45.7	92	47	1	211	302	1	89	1.2e-11	77	A0A101W6L0_9FIRM/91-179 A0A101W6L0.1 PF04122.11;CW_binding_2;
fake_2M_genome_002241	A0A094K5V8_9BACL/10-335	100	326	0	0	10	335	1	326	1.7e-173	614	A0A094K5V8_9BACL/10-335 A0A094K5V8.1 PF07690.15;MFS_1;
fake_2M_genome_002242	C0Z7V8_BREBN/205-284	56.5	69	30	0	26	94	1	69	4.8e-12	77	C0Z7V8_BREBN/205-284 C0Z7V8.1 PF12833.6;HTH_18;
fake_2M_genome_002243	A0A094JJH3_9BACL/241-599	98.1	359	7	0	241	599	1	359	6.1e-201	706.1	A0A094JJH3_9BACL/241-599 A0A094JJH3.1 PF00733.20;Asn_synthase;
fake_2M_genome_002244	A0A094JPX6_9BACL/4-200	100	197	0	0	4	200	1	197	2.5e-104	383.6	A0A094JPX6_9BACL/4-200 A0A094JPX6.1 PF13171.5;DUF4004;
fake_2M_genome_002245	A0A094LXU5_9BACL/20-116	100	25	0	0	18	42	1	25	9.8e-06	56.2	A0A094LXU5_9BACL/20-116 A0A094LXU5.1 PF04519.12;Bactofilin;
fake_2M_genome_002246	A0A094JLM7_9BACL/11-137	96.1	127	5	0	11	137	1	127	3.9e-66	256.5	A0A094JLM7_9BACL/11-137 A0A094JLM7.1 PF00578.20;AhpC-TSA;
fake_2M_genome_002247	A0A0N0HDG9_THEVU/40-148	37.2	113	66	1	32	144	2	109	1.8e-11	74.7	A0A0N0HDG9_THEVU/40-148 A0A0N0HDG9.1 PF00565.16;SNase;
fake_2M_genome_002248	A0A094K5V5_9BACL/20-160	94.3	141	8	0	20	160	1	141	4.7e-68	263.8	A0A094K5V5_9BACL/20-160 A0A094K5V5.1 PF09925.8;DUF2157;
fake_2M_genome_002249	A0A094JJG9_9BACL/16-176	96.3	161	6	0	16	176	1	161	1.2e-83	314.7	A0A094JJG9_9BACL/16-176 A0A094JJG9.1 PF14345.5;GDYXXLXY;
fake_2M_genome_002250	A0A094JPX1_9BACL/46-127	98.8	82	1	0	46	127	1	82	5e-42	176	A0A094JPX1_9BACL/46-127 A0A094JPX1.1 PF13508.6;Acetyltransf_7;
fake_2M_genome_002251	A0A0C2V4V1_9BACL/89-436	58.3	348	145	0	92	439	1	348	3.5e-116	424.1	A0A0C2V4V1_9BACL/89-436 A0A0C2V4V1.1 PF00155.20;Aminotran_1_2;
fake_2M_genome_002252	A0A094LXU1_9BACL/135-248	92	87	7	0	162	248	28	114	5e-40	170.2	A0A094LXU1_9BACL/135-248 A0A094LXU1.1 PF07739.12;TipAS;
fake_2M_genome_002253	A0A0N1K1K2_THEVU/33-388	69.4	356	109	0	32	387	1	356	2.1e-147	527.7	A0A0N1K1K2_THEVU/33-388 A0A0N1K1K2.1 PF00278.21;Orn_DAP_Arg_deC;
fake_2M_genome_002254	A0A094JLM2_9BACL/14-213	97.5	200	5	0	14	213	1	200	2.3e-100	370.9	A0A094JLM2_9BACL/14-213 A0A094JLM2.1 PF01545.20;Cation_efflux;
fake_2M_genome_002256	A0A094K854_9BACL/161-443	99.6	283	1	0	416	698	1	283	1.2e-160	572.4	A0A094K854_9BACL/161-443 A0A094K854.1 PF02171.16;Piwi;
fake_2M_genome_002257	A0A094JP01_9BACL/149-288	100	140	0	0	149	288	1	140	3.6e-77	293.9	A0A094JP01_9BACL/149-288 A0A094JP01.1 PF00892.19;EamA;
fake_2M_genome_002258	A0A094M039_9BACL/5-60	100	56	0	0	5	60	1	56	1.6e-21	106.7	A0A094M039_9BACL/5-60 A0A094M039.1 PF05979.11;DUF896;
fake_2M_genome_002259	A0A094JS70_9BACL/3-149	99.3	147	1	0	3	149	1	147	5.4e-75	286.2	A0A094JS70_9BACL/3-149 A0A094JS70.1 PF00239.20;Resolvase;
fake_2M_genome_002260	A0A094JLS0_9BACL/46-338	99	293	3	0	46	338	1	293	1.8e-168	597.4	A0A094JLS0_9BACL/46-338 A0A094JLS0.1 PF05343.13;Peptidase_M42;
